,tienda_id,empleados,publicidad,ubicacion,ventas
5230,7,11.0,6343.0,3,33438.0
5231,22,4.0,4704.0,3,20020.0
5232,10,5.0,5869.0,1,23191.0
5234,15,11.0,3068.0,1,39393.0
5235,15,1.0,2717.0,3,7357.0
5237,32,10.0,5625.0,3,13627.0
5238,23,20.0,8602.0,2,41551.0
5239,6,24.0,5832.0,1,64499.0
5240,24,21.0,5382.0,2,48804.0
5241,20,11.0,4800.0,1,3615.0
5243,20,17.0,5261.0,2,61995.0
5245,33,27.0,4350.0,1,36227.0
5246,28,13.0,6641.0,3,26916.0
5247,8,27.0,3185.0,1,51191.0
5248,1,20.0,4500.0,2,50239.0
5249,37,18.0,3624.0,3,27708.0
5251,6,22.0,6707.0,1,55642.0
5252,21,16.0,5699.0,1,32760.0
5255,15,18.0,6765.0,3,31249.0
5256,5,3.0,5078.0,1,11038.0
5257,46,27.0,8185.0,1,57747.0
5258,50,22.0,5838.0,3,26147.0
5259,48,17.0,5784.0,2,70065.0
5260,6,16.0,2594.0,3,25348.0
5261,25,6.0,1632.0,1,16399.0
5263,40,7.0,6994.0,1,24397.0
5264,29,18.0,5657.0,1,37349.0
5265,7,14.0,6901.0,3,18147.0
5266,40,6.0,4172.0,3,18356.0
5267,13,8.0,5164.0,2,30662.0
5268,38,15.0,5033.0,1,57339.0
5269,18,15.0,1397.0,1,31564.0
5271,8,16.0,7395.0,1,49417.0
5272,11,1.0,6856.0,1,6984.0
5273,33,11.0,7569.0,3,28617.0
5274,38,27.0,4066.0,1,67801.0
5275,48,29.0,6591.0,3,50684.0
5277,20,5.0,5296.0,1,31083.0
5278,12,5.0,1515.0,2,42967.0
5280,31,28.0,1939.0,3,68777.0
5282,32,6.0,4892.0,1,13887.0
5283,10,2.0,3584.0,3,6091.0
5285,45,14.0,8349.0,3,34983.0
5287,35,4.0,4470.0,3,3316.0
5288,31,24.0,6329.0,3,31127.0
5289,15,29.0,3660.0,2,71589.0
5290,16,27.0,3569.0,1,49461.0
5291,13,25.0,4111.0,1,60932.0
5293,35,24.0,1463.0,1,51442.0
5294,11,3.0,3305.0,2,26719.0
5296,11,16.0,-1198.0,1,27631.0
5297,30,11.0,4745.0,3,26325.0
5298,48,27.0,8059.0,1,56632.0
5299,35,4.0,8819.0,3,9138.0
5300,22,1.0,6598.0,3,16934.0
5301,38,25.0,7343.0,2,75425.0
5302,31,21.0,3102.0,3,36542.0
5303,14,22.0,3267.0,2,61430.0
5304,24,16.0,8428.0,1,39148.0
5305,50,19.0,4472.0,2,76180.0
5306,49,16.0,1245.0,3,30134.0
5307,32,11.0,5836.0,3,33183.0
5308,36,26.0,4618.0,3,59367.0
5309,32,8.0,5162.0,1,19721.0
5310,15,23.0,237.0,2,61749.0
5312,35,26.0,5605.0,2,67782.0
5314,16,21.0,4086.0,1,38287.0
5315,5,26.0,5780.0,3,70096.0
5316,21,9.0,3442.0,1,2269.0
5317,10,28.0,4469.0,1,47163.0
5318,19,27.0,4102.0,2,50404.0
5319,25,12.0,6770.0,1,50644.0
5320,4,22.0,1242.0,3,37683.0
5321,29,8.0,3705.0,1,15517.0
5322,19,26.0,7179.0,2,58687.0
5323,43,17.0,3325.0,2,32911.0
5324,2,10.0,5239.0,1,35465.0
5325,10,27.0,8338.0,1,64450.0
5326,43,7.0,5316.0,2,37788.0
5327,25,19.0,9281.0,3,33765.0
5329,48,6.0,3696.0,3,24775.0
5330,19,21.0,2471.0,3,21030.0
5331,23,24.0,3792.0,1,47095.0
5333,11,28.0,5692.0,2,81272.0
5334,46,28.0,6329.0,3,47579.0
5335,34,19.0,3149.0,2,37226.0
5336,28,18.0,3443.0,1,38292.0
5337,5,15.0,6117.0,3,48291.0
5338,5,2.0,8981.0,2,38829.0
5340,12,21.0,4855.0,1,43643.0
5341,50,10.0,4280.0,3,33373.0
5342,4,28.0,5290.0,2,80178.0
5343,49,16.0,2605.0,2,30576.0
5344,42,7.0,5176.0,1,26176.0
5345,20,8.0,7441.0,3,19404.0
5346,38,10.0,1752.0,3,16525.0
5347,25,15.0,6992.0,2,61513.0
5348,14,8.0,2610.0,3,5538.0
5350,32,12.0,5977.0,3,4960.0
5351,11,8.0,5750.0,3,14348.0
5352,18,15.0,4333.0,3,31303.0
5353,27,26.0,6324.0,3,35947.0
5354,18,12.0,2485.0,3,47025.0
5355,23,11.0,6829.0,2,34790.0
5356,11,19.0,4069.0,2,43778.0
5357,21,14.0,5643.0,3,23578.0
5359,5,18.0,8064.0,1,52525.0
5360,23,13.0,5877.0,2,39819.0
5361,41,4.0,6305.0,1,24210.0
5362,25,17.0,6575.0,2,54704.0
5363,41,19.0,4518.0,1,27701.0
5364,10,27.0,5578.0,1,53771.0
5367,1,7.0,4108.0,2,35918.0
5368,7,1.0,3586.0,3,19517.0
5370,1,26.0,6573.0,2,38541.0
5371,15,7.0,3321.0,2,28587.0
5372,40,20.0,8804.0,2,48107.0
5373,12,7.0,3857.0,3,36383.0
5374,22,8.0,5237.0,3,17798.0
5375,22,16.0,7337.0,2,33731.0
5376,50,3.0,7318.0,1,19896.0
5377,47,13.0,3589.0,1,38726.0
5378,17,10.0,6034.0,2,40816.0
5379,29,18.0,4379.0,3,27476.0
5380,46,7.0,5839.0,1,20584.0
5381,14,21.0,4748.0,3,47953.0
5385,48,25.0,3512.0,3,30029.0
5386,33,27.0,7936.0,1,54851.0
5388,15,22.0,5969.0,1,32251.0
5389,12,7.0,8078.0,2,38267.0
5391,20,27.0,5943.0,2,66748.0
5392,30,22.0,5988.0,3,61091.0
5394,3,4.0,5444.0,2,40600.0
5395,28,24.0,6489.0,2,59275.0
5396,26,23.0,8401.0,2,65375.0
5397,30,16.0,4170.0,1,38533.0
5398,13,19.0,5691.0,1,45727.0
5400,2,3.0,5386.0,1,33312.0
5401,37,27.0,3816.0,1,59871.0
5403,38,28.0,8036.0,1,67514.0
5404,2,17.0,5254.0,1,40988.0
5405,36,10.0,5152.0,2,50288.0
5406,26,17.0,3295.0,3,21338.0
5407,11,22.0,7181.0,1,70060.0
5409,44,21.0,5254.0,3,29290.0
5410,40,4.0,8802.0,1,30532.0
5411,43,21.0,3934.0,1,57583.0
5412,22,23.0,2915.0,3,31583.0
5414,8,12.0,3305.0,2,50793.0
5415,29,25.0,5481.0,3,52530.0
5416,40,22.0,5146.0,2,52715.0
5417,26,25.0,7305.0,2,60852.0
5418,30,20.0,4088.0,2,40765.0
5419,17,17.0,5664.0,2,40153.0
5420,20,17.0,5370.0,1,23067.0
5421,16,10.0,6665.0,3,21848.0
5423,43,29.0,3204.0,2,63398.0
5424,7,16.0,3842.0,3,43239.0
5425,16,29.0,2831.0,1,49305.0
5427,47,3.0,6243.0,2,41042.0
5428,48,2.0,7184.0,1,22419.0
5429,27,16.0,4708.0,3,45040.0
5430,23,6.0,4075.0,2,28893.0
5433,35,7.0,4555.0,1,21271.0
5434,20,5.0,3548.0,3,19415.0
5435,37,24.0,6500.0,2,56508.0
5436,42,7.0,4321.0,1,26232.0
5437,17,2.0,2866.0,1,27769.0
5438,47,17.0,3265.0,1,41878.0
5439,31,13.0,5181.0,3,26861.0
5440,8,25.0,2855.0,3,57047.0
5443,30,27.0,3108.0,3,47187.0
5444,46,21.0,4024.0,1,41042.0
5445,20,28.0,5318.0,2,74685.0
5446,39,16.0,5638.0,2,57316.0
5447,12,26.0,6848.0,2,77131.0
5448,49,20.0,3433.0,1,47048.0
5449,17,2.0,7783.0,3,8783.0
5450,42,5.0,10441.0,1,29160.0
5451,30,18.0,4160.0,3,29704.0
5453,19,7.0,1516.0,2,45810.0
5454,46,11.0,4006.0,1,41517.0
5456,34,25.0,5010.0,2,61281.0
5457,50,11.0,6016.0,1,40272.0
5459,44,17.0,4656.0,3,19607.0
5460,34,16.0,3988.0,3,34909.0
5461,20,13.0,9071.0,3,28002.0
5463,38,5.0,3482.0,1,36609.0
5464,24,20.0,5067.0,3,32163.0
5465,10,16.0,3495.0,1,43742.0
5466,32,28.0,7266.0,2,48067.0
5467,15,22.0,2960.0,2,58761.0
5468,37,22.0,3168.0,3,43672.0
5469,20,16.0,7438.0,2,40020.0
5470,3,16.0,2618.0,1,37745.0
5471,37,14.0,6669.0,1,27052.0
5472,40,6.0,4094.0,2,40794.0
5473,8,2.0,3763.0,2,27872.0
5474,40,14.0,3984.0,2,59114.0
5475,44,16.0,2758.0,1,20897.0
5476,23,23.0,6814.0,2,51270.0
5477,40,20.0,5272.0,3,34367.0
5478,11,13.0,6781.0,3,34829.0
5479,46,15.0,7352.0,1,41091.0
5481,29,9.0,2094.0,2,28683.0
5482,30,26.0,3061.0,2,42419.0
5483,10,18.0,6701.0,3,29761.0
5484,39,21.0,5111.0,3,54670.0
5485,28,14.0,6300.0,3,24836.0
5486,49,20.0,4822.0,3,40629.0
5487,36,25.0,4140.0,3,46421.0
5488,13,4.0,6303.0,1,22879.0
5490,36,8.0,4360.0,2,43668.0
5491,37,22.0,5132.0,2,56112.0
5492,26,22.0,5417.0,3,65436.0
5493,22,16.0,2411.0,2,42199.0
5495,31,24.0,4213.0,1,45491.0
5496,18,28.0,4874.0,2,85091.0
5497,38,29.0,8110.0,3,62295.0
5498,24,28.0,3244.0,1,41742.0
5499,23,10.0,4013.0,2,52280.0
5500,22,25.0,8183.0,3,56798.0
5501,2,21.0,7128.0,2,52530.0
5503,11,17.0,6350.0,3,47559.0
5504,28,1.0,6664.0,1,34107.0
5505,46,18.0,5391.0,1,52504.0
5506,32,10.0,2653.0,2,45818.0
5507,5,26.0,3808.0,2,67622.0
5509,10,4.0,6057.0,1,18225.0
5511,46,4.0,4470.0,3,22166.0
5512,24,4.0,3796.0,3,17962.0
5513,35,26.0,1883.0,3,31470.0
5515,48,17.0,5805.0,3,35957.0
5516,23,9.0,7944.0,2,38301.0
5517,17,19.0,2768.0,1,38314.0
5518,1,13.0,8037.0,1,41725.0
5519,31,4.0,4207.0,3,6914.0
5520,31,5.0,6060.0,3,24220.0
5521,42,29.0,6983.0,3,61031.0
5522,42,13.0,8021.0,1,9310.0
5523,34,23.0,4907.0,1,47738.0
5524,9,16.0,2991.0,3,33394.0
5525,22,22.0,4970.0,1,54456.0
5526,13,5.0,6182.0,3,22935.0
5528,48,16.0,4153.0,3,33279.0
5530,12,23.0,3043.0,1,57682.0
5531,40,28.0,5888.0,1,44724.0
5532,17,6.0,6763.0,1,24384.0
5533,15,11.0,7203.0,3,35975.0
5534,42,16.0,9551.0,2,59244.0
5535,15,5.0,7976.0,3,17336.0
5536,15,16.0,4695.0,3,44553.0
5538,13,19.0,4487.0,2,59411.0
5539,17,1.0,3897.0,3,18599.0
5540,32,9.0,5331.0,3,9083.0
5541,9,18.0,6781.0,2,65453.0
5542,40,13.0,5959.0,3,12781.0
5543,20,26.0,8151.0,3,54258.0
5544,26,15.0,5791.0,1,32444.0
5546,21,24.0,3860.0,1,52385.0
5547,18,28.0,5805.0,3,69553.0
5550,9,13.0,5014.0,3,40561.0
5551,12,16.0,4647.0,1,36685.0
5553,38,22.0,3386.0,2,51134.0
5554,19,23.0,5617.0,2,57845.0
5555,7,15.0,5419.0,3,757.0
5556,35,17.0,6189.0,3,49287.0
5560,39,16.0,5001.0,1,22587.0
5561,4,21.0,4911.0,1,46223.0
5562,25,8.0,7743.0,1,26995.0
5563,32,4.0,7656.0,2,25267.0
5564,40,20.0,4042.0,2,49330.0
5565,13,24.0,3756.0,1,49269.0
5567,17,5.0,4670.0,2,34836.0
5568,49,13.0,4051.0,3,33780.0
5569,37,6.0,10214.0,1,32180.0
5570,6,28.0,2769.0,2,61400.0
5571,19,27.0,5117.0,2,84235.0
5572,13,5.0,3714.0,2,35581.0
5574,14,7.0,4333.0,1,11577.0
5575,31,6.0,6622.0,2,20648.0
5576,4,2.0,5880.0,1,21702.0
5578,8,7.0,3495.0,1,24538.0
5579,25,22.0,7158.0,1,48160.0
5580,13,21.0,4036.0,3,36337.0
5581,32,8.0,2187.0,1,28675.0
5583,38,27.0,5226.0,2,64485.0
5584,28,18.0,2500.0,3,34925.0
5585,30,22.0,6747.0,1,54165.0
5587,28,14.0,3292.0,2,33590.0
5588,3,12.0,4999.0,3,27497.0
5589,45,17.0,6714.0,1,42941.0
5590,34,5.0,2568.0,1,19501.0
5591,16,14.0,6881.0,2,19367.0
5592,22,6.0,681.0,2,32870.0
5593,32,15.0,5661.0,3,57712.0
5594,38,7.0,2740.0,2,41874.0
5595,8,14.0,3402.0,1,14160.0
5596,8,18.0,8475.0,3,34726.0
5597,6,1.0,3023.0,3,6965.0
5598,14,6.0,4887.0,3,14700.0
5600,35,5.0,6538.0,2,23800.0
5601,10,12.0,5817.0,3,36991.0
5602,3,11.0,6099.0,3,33850.0
5603,12,13.0,7261.0,3,29192.0
5605,31,18.0,7149.0,1,36150.0
5606,29,17.0,7979.0,2,48454.0
5607,5,17.0,5568.0,1,36307.0
5608,25,29.0,2787.0,1,40215.0
5609,41,11.0,2590.0,2,36013.0
5610,31,20.0,5884.0,2,71086.0
5611,21,10.0,2786.0,3,37514.0
5612,20,29.0,2313.0,3,51522.0
5613,39,16.0,6767.0,2,47226.0
5614,22,2.0,4082.0,3,28954.0
5615,4,17.0,9838.0,3,35904.0
5616,13,22.0,3685.0,3,35763.0
5618,42,10.0,5718.0,1,12463.0
5619,50,13.0,5409.0,1,32717.0
5620,49,12.0,4831.0,2,41208.0
5621,20,15.0,4784.0,2,51480.0
5623,17,27.0,8321.0,2,65456.0
5624,36,22.0,6687.0,2,59285.0
5626,1,26.0,4852.0,2,61026.0
5627,15,28.0,6321.0,3,60384.0
5628,13,13.0,6496.0,3,35506.0
5630,24,12.0,3717.0,2,24538.0
5631,8,28.0,4922.0,1,60235.0
5632,50,2.0,3489.0,1,7385.0
5633,27,5.0,7669.0,2,53550.0
5634,45,25.0,6397.0,1,52525.0
5635,23,25.0,3985.0,1,48727.0
5636,46,2.0,5449.0,3,27549.0
5637,8,23.0,5100.0,3,55665.0
5638,8,26.0,3240.0,3,44219.0
5639,26,20.0,6860.0,1,33721.0
5640,47,13.0,5153.0,2,25986.0
5642,39,3.0,3205.0,1,20274.0
5643,37,11.0,6709.0,2,40390.0
5644,49,16.0,5536.0,3,24059.0
5645,28,1.0,3610.0,1,10466.0
5648,2,9.0,5127.0,3,40128.0
5649,18,14.0,5384.0,1,28409.0
5650,17,9.0,1461.0,2,42738.0
5651,30,7.0,5240.0,3,26724.0
5652,39,16.0,2561.0,3,45732.0
5655,50,19.0,7313.0,2,45332.0
5657,46,7.0,4401.0,1,24794.0
5659,18,28.0,6149.0,1,42960.0
5660,13,12.0,6801.0,2,56379.0
5661,43,18.0,7569.0,3,24527.0
5662,21,28.0,366.0,1,65199.0
5663,30,5.0,3397.0,2,26988.0
5664,21,23.0,5115.0,1,67047.0
5665,48,23.0,6658.0,3,27367.0
5666,17,22.0,6603.0,1,60037.0
5668,19,10.0,3725.0,2,26956.0
5670,9,8.0,3741.0,2,42521.0
5671,10,19.0,3037.0,2,36151.0
5672,44,15.0,3009.0,3,31926.0
5674,23,3.0,5671.0,2,34620.0
5675,30,27.0,5248.0,3,50007.0
5676,33,18.0,3146.0,2,61025.0
5677,9,18.0,1577.0,3,36948.0
5679,1,5.0,7960.0,1,24828.0
5680,44,29.0,5012.0,1,62351.0
5681,35,1.0,6600.0,3,14005.0
5682,11,10.0,5360.0,2,35240.0
5683,34,20.0,4883.0,2,58484.0
5684,16,10.0,2053.0,2,38478.0
5686,32,18.0,3930.0,3,21881.0
5688,12,26.0,5366.0,1,60750.0
5689,33,15.0,7555.0,1,30765.0
5690,45,20.0,7254.0,2,63173.0
5691,14,8.0,3308.0,3,24650.0
5693,8,12.0,8369.0,2,48963.0
5694,27,21.0,6126.0,1,50447.0
5695,12,27.0,6005.0,2,74069.0
5696,1,12.0,6827.0,2,52703.0
5697,43,26.0,5960.0,2,53348.0
5698,40,1.0,6092.0,1,9044.0
5699,42,26.0,5604.0,2,78249.0
5701,39,4.0,2883.0,3,19691.0
5702,43,8.0,1286.0,1,30973.0
5704,17,27.0,5873.0,2,66535.0
5705,33,15.0,5477.0,3,28090.0
5706,32,18.0,6271.0,2,57627.0
5707,29,1.0,4747.0,1,15033.0
5708,21,11.0,10444.0,1,50347.0
5709,21,23.0,9054.0,2,77086.0
5710,40,2.0,1964.0,3,18480.0
5711,23,1.0,6313.0,1,3781.0
5712,6,12.0,6937.0,1,22598.0
5713,22,16.0,754.0,1,21452.0
5714,50,22.0,5333.0,3,44131.0
5715,38,22.0,6033.0,2,67056.0
5716,37,10.0,4988.0,3,20912.0
5717,45,18.0,5771.0,3,30153.0
5718,8,15.0,5158.0,1,37664.0
5719,41,17.0,6405.0,3,27784.0
5720,49,10.0,8096.0,1,34135.0
5721,35,3.0,6541.0,3,12300.0
5722,11,26.0,7350.0,3,43309.0
5723,24,21.0,2885.0,2,54960.0
5724,49,16.0,9054.0,3,45118.0
5725,21,6.0,5629.0,2,18312.0
5726,2,3.0,4218.0,1,19555.0
5727,40,9.0,5830.0,1,7174.0
5728,19,11.0,3910.0,2,37081.0
5729,39,21.0,5276.0,1,52672.0
5730,28,13.0,5602.0,1,44204.0
5731,17,18.0,3627.0,3,29654.0
5732,6,26.0,5311.0,2,57894.0
5733,19,22.0,3598.0,1,43579.0
5734,38,28.0,3585.0,2,53843.0
5735,28,24.0,2978.0,3,45008.0
5737,38,22.0,3898.0,1,51683.0
5738,37,4.0,5947.0,2,23590.0
5740,22,24.0,6324.0,2,66052.0
5741,26,8.0,6944.0,1,33909.0
5742,49,13.0,6776.0,3,35820.0
5743,43,10.0,3146.0,3,25152.0
5745,13,8.0,8558.0,1,28531.0
5746,32,6.0,3910.0,1,20386.0
5747,17,16.0,8707.0,2,46758.0
5748,41,18.0,4165.0,3,36072.0
5749,36,17.0,904.0,3,22604.0
5750,46,6.0,4505.0,3,17256.0
5751,19,13.0,6693.0,2,41856.0
5752,35,23.0,8326.0,3,41586.0
5754,40,26.0,6656.0,3,37895.0
5755,28,21.0,6786.0,3,55351.0
5757,42,24.0,-342.0,1,63849.0
5758,18,11.0,8313.0,1,51768.0
5759,48,13.0,5881.0,1,46501.0
5760,40,12.0,5917.0,3,14915.0
5761,33,9.0,7077.0,3,38271.0
5763,8,7.0,7029.0,3,18346.0
5764,24,24.0,9749.0,3,44594.0
5765,16,29.0,2262.0,1,51803.0
5766,50,22.0,4871.0,2,60890.0
5767,4,2.0,5074.0,1,40057.0
5768,38,7.0,5712.0,1,8676.0
5770,27,9.0,3657.0,3,36516.0
5771,9,5.0,5079.0,1,19786.0
5772,47,15.0,8488.0,1,34313.0
5773,16,18.0,5812.0,3,23178.0
5774,12,4.0,5736.0,3,6507.0
5775,31,19.0,3570.0,2,45284.0
5776,24,20.0,7678.0,3,40110.0
5777,14,26.0,4566.0,1,52357.0
5778,45,7.0,899.0,3,23830.0
5780,34,8.0,6413.0,2,39517.0
5783,42,24.0,2767.0,1,56608.0
5784,9,21.0,4769.0,3,44764.0
5785,26,28.0,4219.0,1,51317.0
5786,20,23.0,5883.0,1,60262.0
5787,40,11.0,6183.0,3,34795.0
5790,3,2.0,7906.0,2,30274.0
5791,24,17.0,6121.0,2,43473.0
5792,5,5.0,6342.0,3,24746.0
5793,3,6.0,5768.0,2,35773.0
5794,27,26.0,7194.0,2,48027.0
5795,16,25.0,4237.0,2,63837.0
5797,15,7.0,6337.0,3,19041.0
5798,35,28.0,6270.0,3,51932.0
5800,41,15.0,5278.0,2,47443.0
5801,44,19.0,5774.0,3,53520.0
5802,26,16.0,8557.0,2,61400.0
5803,47,25.0,5199.0,1,45901.0
5804,34,13.0,7163.0,2,44502.0
5805,23,5.0,2027.0,1,19043.0
5806,31,3.0,3566.0,1,21469.0
5807,50,3.0,5878.0,2,33503.0
5809,12,14.0,3566.0,3,16404.0
5810,23,16.0,6911.0,1,38382.0
5811,4,22.0,4664.0,2,53106.0
5812,23,17.0,4618.0,2,40219.0
5814,48,4.0,7677.0,3,17333.0
5815,1,13.0,7177.0,3,19914.0
5816,25,8.0,8766.0,1,48812.0
5817,2,19.0,6100.0,3,42544.0
5818,30,5.0,8861.0,1,32508.0
5821,25,2.0,4123.0,3,16734.0
5822,20,11.0,4647.0,1,10919.0
5823,49,13.0,4745.0,3,37919.0
5824,22,23.0,3628.0,3,41721.0
5825,21,10.0,3818.0,2,43321.0
5826,33,3.0,6215.0,1,18770.0
5827,38,5.0,4023.0,2,48895.0
5828,15,3.0,1599.0,1,28020.0
5829,46,6.0,1497.0,2,4088.0
5830,15,13.0,805.0,3,30671.0
5832,25,19.0,2600.0,3,41502.0
5833,21,8.0,3051.0,1,30224.0
5834,24,18.0,5572.0,3,29027.0
5835,5,3.0,2456.0,2,25306.0
5837,49,24.0,1336.0,2,71929.0
5838,43,17.0,3679.0,3,36716.0
5839,48,8.0,6447.0,3,26482.0
5840,44,10.0,4953.0,2,42001.0
5841,47,2.0,5163.0,1,6532.0
5842,23,12.0,4996.0,2,48324.0
5843,4,23.0,2430.0,3,59295.0
5845,18,2.0,5441.0,2,28155.0
5846,21,21.0,6939.0,3,49647.0
5847,28,23.0,5727.0,1,41596.0
5848,35,24.0,6761.0,2,68731.0
5849,22,3.0,2827.0,1,17211.0
5851,23,29.0,1495.0,2,39600.0
5852,3,7.0,6634.0,2,34813.0
5854,50,21.0,7123.0,3,55340.0
5855,10,5.0,4108.0,3,19174.0
5856,25,23.0,8337.0,2,55870.0
5858,8,8.0,4212.0,2,44115.0
5859,11,12.0,5133.0,2,43280.0
5861,45,16.0,5836.0,3,28257.0
5863,45,15.0,5372.0,1,50710.0
5864,38,21.0,3498.0,2,48031.0
5865,29,24.0,4588.0,2,36687.0
5866,5,26.0,2249.0,2,58664.0
5867,9,15.0,6744.0,3,35156.0
5868,48,10.0,4288.0,2,39154.0
5869,2,21.0,6832.0,1,31222.0
5870,1,28.0,3526.0,2,80151.0
5872,30,26.0,6851.0,3,41991.0
5874,28,2.0,3235.0,2,14840.0
5876,12,21.0,7694.0,2,58261.0
5877,39,9.0,5032.0,1,41670.0
5879,13,4.0,4364.0,2,19414.0
5880,8,27.0,8939.0,2,81747.0
5881,28,3.0,2332.0,2,34758.0
5882,30,9.0,6055.0,1,19898.0
5883,9,24.0,5251.0,3,48424.0
5884,39,22.0,2687.0,1,55939.0
5885,31,17.0,4372.0,2,39958.0
5886,21,14.0,1390.0,1,33328.0
5887,47,10.0,5576.0,2,35575.0
5888,34,13.0,5866.0,2,32267.0
5889,31,12.0,2267.0,3,26475.0
5890,25,27.0,6113.0,3,54714.0
5892,1,28.0,3488.0,2,56628.0
5894,40,29.0,6323.0,3,48662.0
5895,37,19.0,1652.0,3,40405.0
5896,47,19.0,1821.0,2,58030.0
5898,1,13.0,3884.0,2,50900.0
5899,42,19.0,6253.0,1,43591.0
5900,42,13.0,4817.0,3,25722.0
5901,21,27.0,4821.0,2,63126.0
5902,15,26.0,1760.0,1,56236.0
5904,22,21.0,184.0,1,41966.0
5905,38,4.0,5474.0,3,19689.0
5906,35,24.0,6354.0,3,67693.0
5908,16,15.0,5750.0,3,36533.0
5910,47,27.0,7464.0,1,61316.0
5911,17,7.0,5456.0,3,28531.0
5912,17,20.0,2922.0,1,34985.0
5913,26,18.0,7341.0,1,62424.0
5914,13,23.0,6654.0,1,63038.0
5915,17,13.0,4175.0,3,35722.0
5917,17,4.0,5959.0,2,25221.0
5918,48,25.0,4148.0,3,50214.0
5919,14,14.0,5131.0,1,31163.0
5920,45,20.0,5489.0,3,34154.0
5921,6,28.0,3648.0,2,84070.0
5922,35,13.0,7693.0,1,41129.0
5923,46,3.0,1045.0,3,18571.0
5924,14,26.0,6353.0,1,72848.0
5925,47,26.0,2563.0,1,51881.0
5926,8,18.0,4512.0,2,44284.0
5927,15,14.0,1803.0,1,21740.0
5928,27,15.0,2361.0,3,42933.0
5929,13,3.0,4825.0,1,14631.0
5932,35,24.0,4201.0,2,44605.0
5933,6,17.0,6232.0,2,46728.0
5934,5,3.0,4979.0,3,11217.0
5935,22,14.0,6155.0,1,41184.0
5936,49,3.0,2816.0,3,383.0
5938,25,15.0,5746.0,3,40937.0
5939,34,18.0,4006.0,2,48765.0
5941,47,21.0,5951.0,3,32594.0
5942,5,26.0,3964.0,2,73630.0
5943,26,3.0,6550.0,2,16040.0
5944,20,19.0,394.0,1,54584.0
5946,6,4.0,2931.0,1,7958.0
5948,18,19.0,3490.0,2,56373.0
5949,4,11.0,2324.0,2,42516.0
5950,17,1.0,4822.0,1,22397.0
5951,14,8.0,5200.0,3,22779.0
5952,14,15.0,3726.0,1,40068.0
5953,13,1.0,2631.0,3,22212.0
5954,7,7.0,5014.0,1,26536.0
5955,44,21.0,6589.0,2,64967.0
5958,43,24.0,3866.0,1,74321.0
5959,47,11.0,3726.0,3,6613.0
5960,44,27.0,5268.0,1,74718.0
5961,35,29.0,5206.0,3,59875.0
5962,17,14.0,532.0,3,9453.0
5964,19,16.0,6155.0,1,42945.0
5967,35,17.0,4287.0,3,40891.0
5968,32,14.0,6449.0,2,60011.0
5969,48,10.0,8583.0,2,50731.0
5970,44,24.0,5187.0,3,57081.0
5971,40,29.0,4635.0,2,62752.0
5972,24,14.0,7513.0,1,43863.0
5973,17,18.0,2740.0,2,72189.0
5974,7,22.0,5125.0,1,36300.0
5976,50,17.0,5906.0,3,24074.0
5977,1,6.0,6533.0,3,31773.0
5978,35,8.0,4342.0,2,15705.0
5979,32,26.0,6172.0,3,43258.0
5980,36,13.0,7431.0,3,53514.0
5981,13,18.0,1971.0,1,33630.0
5982,6,5.0,4807.0,2,30735.0
5983,14,6.0,5699.0,2,46023.0
5984,37,21.0,4887.0,3,39023.0
5985,48,19.0,4025.0,2,31396.0
5986,15,4.0,7790.0,3,6529.0
5987,47,7.0,5407.0,1,38006.0
5989,40,25.0,6968.0,2,43002.0
5990,16,11.0,7779.0,1,23228.0
5991,28,12.0,7281.0,2,37101.0
5992,16,14.0,4168.0,3,25527.0
5993,4,13.0,4255.0,2,33614.0
5994,45,29.0,2919.0,2,66894.0
5995,26,10.0,5507.0,1,23675.0
5997,32,16.0,6128.0,3,22574.0
5998,45,5.0,8504.0,2,42140.0
5999,2,8.0,1119.0,2,19023.0
6002,8,26.0,3782.0,2,81934.0
6004,15,24.0,2585.0,2,60330.0
6006,31,25.0,2535.0,1,64255.0
6007,9,26.0,7946.0,1,56786.0
6008,39,6.0,6029.0,1,26916.0
6009,45,16.0,4598.0,1,41632.0
6010,2,28.0,4839.0,1,57013.0
6011,8,4.0,7163.0,3,16809.0
6012,7,12.0,7681.0,1,30499.0
6013,44,11.0,3132.0,3,31275.0
6014,39,3.0,3533.0,1,2323.0
6015,42,12.0,4285.0,2,26211.0
6016,16,5.0,3750.0,2,22028.0
6017,35,6.0,1390.0,2,42599.0
6019,10,18.0,3592.0,1,33527.0
6020,38,16.0,2599.0,3,23073.0
6022,50,11.0,4748.0,2,44301.0
6024,29,9.0,3030.0,1,46451.0
6025,39,3.0,6267.0,3,13254.0
6027,43,6.0,3903.0,2,32918.0
6029,23,12.0,5225.0,2,51967.0
6030,5,12.0,3946.0,2,52395.0
6031,30,25.0,5562.0,2,77703.0
6032,6,21.0,3107.0,1,31128.0
6034,44,10.0,9058.0,2,54797.0
6036,29,14.0,3943.0,2,25434.0
6037,23,13.0,4704.0,3,13401.0
6039,32,7.0,3998.0,1,43914.0
6040,42,12.0,8386.0,1,19623.0
6042,15,18.0,5793.0,1,36601.0
6043,40,4.0,3774.0,2,19085.0
6044,32,2.0,5798.0,3,894.0
6046,37,26.0,4851.0,1,47598.0
6047,10,12.0,3856.0,2,60686.0
6048,20,3.0,4752.0,2,33849.0
6050,48,6.0,6732.0,3,13337.0
6051,3,12.0,5514.0,1,23985.0
