tienda_id,empleados,publicidad,ubicacion,ventas
37,6.0,10214.0,suburbana,32180.0
6,28.0,2769.0,urbana,61400.0
19,27.0,5117.0,urbana,84235.0
13,5.0,3714.0,urbana,35581.0
26,17.0,5049.0,urbana,
14,7.0,4333.0,suburbana,11577.0
31,6.0,6622.0,urbana,20648.0
4,2.0,5880.0,suburbana,21702.0
39,11.0,6556.0,,48963.0
8,7.0,3495.0,suburbana,24538.0
25,22.0,7158.0,suburbana,48160.0
13,21.0,4036.0,rural,36337.0
32,8.0,2187.0,suburbana,28675.0
38,,4636.0,rural,8448.0
38,27.0,5226.0,urbana,64485.0
28,18.0,2500.0,rural,34925.0
30,22.0,6747.0,suburbana,54165.0
3,16.0,,rural,23518.0
28,14.0,3292.0,urbana,33590.0
3,12.0,4999.0,rural,27497.0
45,17.0,6714.0,suburbana,42941.0
34,5.0,2568.0,suburbana,19501.0
16,14.0,6881.0,urbana,19367.0
22,6.0,681.0,urbana,32870.0
32,15.0,5661.0,rural,57712.0
38,7.0,2740.0,urbana,41874.0
8,14.0,3402.0,suburbana,14160.0
8,18.0,8475.0,rural,34726.0
6,1.0,3023.0,rural,6965.0
14,6.0,4887.0,rural,14700.0
32,3.0,2866.0,rural,-596.0
35,5.0,6538.0,urbana,23800.0
10,12.0,5817.0,rural,36991.0
3,11.0,6099.0,rural,33850.0
12,13.0,7261.0,rural,29192.0
49,16.0,4324.0,suburbana,
31,18.0,7149.0,suburbana,36150.0
29,17.0,7979.0,urbana,48454.0
5,17.0,5568.0,suburbana,36307.0
25,29.0,2787.0,suburbana,40215.0
41,11.0,2590.0,urbana,36013.0
31,20.0,5884.0,urbana,71086.0
21,10.0,2786.0,rural,37514.0
20,29.0,2313.0,rural,51522.0
39,16.0,6767.0,urbana,47226.0
22,2.0,4082.0,rural,28954.0
4,17.0,9838.0,rural,35904.0
13,22.0,3685.0,rural,35763.0
45,20.0,4005.0,,62775.0
42,10.0,5718.0,suburbana,12463.0
50,13.0,5409.0,suburbana,32717.0
49,12.0,4831.0,urbana,41208.0
20,15.0,4784.0,urbana,51480.0
13,7.0,,rural,18765.0
17,27.0,8321.0,urbana,65456.0
36,22.0,6687.0,urbana,59285.0
33,21.0,2549.0,,50994.0
1,26.0,4852.0,urbana,61026.0
15,28.0,6321.0,rural,60384.0
13,13.0,6496.0,rural,35506.0
17,,7555.0,urbana,
24,12.0,3717.0,urbana,24538.0
8,28.0,4922.0,suburbana,60235.0
50,2.0,3489.0,suburbana,7385.0
27,5.0,7669.0,urbana,53550.0
45,25.0,6397.0,suburbana,52525.0
23,25.0,3985.0,suburbana,48727.0
46,2.0,5449.0,rural,27549.0
8,23.0,5100.0,rural,55665.0
8,26.0,3240.0,rural,44219.0
26,20.0,6860.0,suburbana,33721.0
47,13.0,5153.0,urbana,25986.0
13,29.0,3941.0,,41178.0
39,3.0,3205.0,suburbana,20274.0
37,11.0,6709.0,urbana,40390.0
49,16.0,5536.0,rural,24059.0
28,1.0,3610.0,suburbana,10466.0
25,19.0,4004.0,,53872.0
16,,5011.0,suburbana,41704.0
2,9.0,5127.0,rural,40128.0
18,14.0,5384.0,suburbana,28409.0
17,9.0,1461.0,urbana,42738.0
30,7.0,5240.0,rural,26724.0
39,16.0,2561.0,rural,45732.0
13,3.0,,suburbana,20886.0
32,29.0,,urbana,61340.0
50,19.0,7313.0,urbana,45332.0
29,,82.0,rural,10932.0
46,7.0,4401.0,suburbana,24794.0
30,23.0,4843.0,,46101.0
18,28.0,6149.0,suburbana,42960.0
13,12.0,6801.0,urbana,56379.0
43,18.0,7569.0,rural,24527.0
21,28.0,366.0,suburbana,65199.0
30,5.0,3397.0,urbana,26988.0
21,23.0,5115.0,suburbana,67047.0
48,23.0,6658.0,rural,27367.0
17,22.0,6603.0,suburbana,60037.0
40,,5949.0,rural,38451.0
19,10.0,3725.0,urbana,26956.0
15,12.0,,suburbana,47745.0
9,8.0,3741.0,urbana,42521.0
10,19.0,3037.0,urbana,36151.0
44,15.0,3009.0,rural,31926.0
31,1.0,2818.0,rural,
23,3.0,5671.0,urbana,34620.0
30,27.0,5248.0,rural,50007.0
33,18.0,3146.0,urbana,61025.0
9,18.0,1577.0,rural,36948.0
47,2.0,4261.0,rural,-5187.0
1,5.0,7960.0,suburbana,24828.0
44,29.0,5012.0,suburbana,62351.0
35,1.0,6600.0,rural,14005.0
11,10.0,5360.0,urbana,35240.0
34,20.0,4883.0,urbana,58484.0
16,10.0,2053.0,urbana,38478.0
9,5.0,4186.0,rural,-4069.0
32,18.0,3930.0,rural,21881.0
15,,7962.0,urbana,
12,26.0,5366.0,suburbana,60750.0
33,15.0,7555.0,suburbana,30765.0
45,20.0,7254.0,urbana,63173.0
14,8.0,3308.0,rural,24650.0
8,17.0,5002.0,,32611.0
8,12.0,8369.0,urbana,48963.0
27,21.0,6126.0,suburbana,50447.0
12,27.0,6005.0,urbana,74069.0
1,12.0,6827.0,urbana,52703.0
43,26.0,5960.0,urbana,53348.0
40,1.0,6092.0,suburbana,9044.0
42,26.0,5604.0,urbana,78249.0
11,26.0,,suburbana,
39,4.0,2883.0,rural,19691.0
43,8.0,1286.0,suburbana,30973.0
31,,4341.0,suburbana,26353.0
17,27.0,5873.0,urbana,66535.0
33,15.0,5477.0,rural,28090.0
32,18.0,6271.0,urbana,57627.0
29,1.0,4747.0,suburbana,15033.0
21,11.0,10444.0,suburbana,50347.0
21,23.0,9054.0,urbana,77086.0
40,2.0,1964.0,rural,18480.0
23,1.0,6313.0,suburbana,3781.0
6,12.0,6937.0,suburbana,22598.0
22,16.0,754.0,suburbana,21452.0
50,22.0,5333.0,rural,44131.0
38,22.0,6033.0,urbana,67056.0
37,10.0,4988.0,rural,20912.0
45,18.0,5771.0,rural,30153.0
8,15.0,5158.0,suburbana,37664.0
41,17.0,6405.0,rural,27784.0
49,10.0,8096.0,suburbana,34135.0
35,3.0,6541.0,rural,12300.0
11,26.0,7350.0,rural,43309.0
24,21.0,2885.0,urbana,54960.0
49,16.0,9054.0,rural,45118.0
21,6.0,5629.0,urbana,18312.0
2,3.0,4218.0,suburbana,19555.0
40,9.0,5830.0,suburbana,7174.0
19,11.0,3910.0,urbana,37081.0
39,21.0,5276.0,suburbana,52672.0
28,13.0,5602.0,suburbana,44204.0
17,18.0,3627.0,rural,29654.0
6,26.0,5311.0,urbana,57894.0
19,22.0,3598.0,suburbana,43579.0
38,28.0,3585.0,urbana,53843.0
28,24.0,2978.0,rural,45008.0
2,27.0,,suburbana,43875.0
38,22.0,3898.0,suburbana,51683.0
37,4.0,5947.0,urbana,23590.0
4,22.0,7192.0,suburbana,
22,24.0,6324.0,urbana,66052.0
26,8.0,6944.0,suburbana,33909.0
49,13.0,6776.0,rural,35820.0
43,10.0,3146.0,rural,25152.0
36,2.0,4331.0,urbana,
13,8.0,8558.0,suburbana,28531.0
32,6.0,3910.0,suburbana,20386.0
17,16.0,8707.0,urbana,46758.0
41,18.0,4165.0,rural,36072.0
36,17.0,904.0,rural,22604.0
46,6.0,4505.0,rural,17256.0
19,13.0,6693.0,urbana,41856.0
35,23.0,8326.0,rural,41586.0
46,14.0,,urbana,31470.0
40,26.0,6656.0,rural,37895.0
28,21.0,6786.0,rural,55351.0
1,10.0,,urbana,
42,24.0,-342.0,suburbana,63849.0
18,11.0,8313.0,suburbana,51768.0
48,13.0,5881.0,suburbana,46501.0
40,12.0,5917.0,rural,14915.0
33,9.0,7077.0,rural,38271.0
12,4.0,990.0,suburbana,
8,7.0,7029.0,rural,18346.0
24,24.0,9749.0,rural,44594.0
16,29.0,2262.0,suburbana,51803.0
50,22.0,4871.0,urbana,60890.0
4,2.0,5074.0,suburbana,40057.0
38,7.0,5712.0,suburbana,8676.0
44,,5852.0,urbana,87615.0
27,9.0,3657.0,rural,36516.0
9,5.0,5079.0,suburbana,19786.0
47,15.0,8488.0,suburbana,34313.0
16,18.0,5812.0,rural,23178.0
12,4.0,5736.0,rural,6507.0
31,19.0,3570.0,urbana,45284.0
24,20.0,7678.0,rural,40110.0
14,26.0,4566.0,suburbana,52357.0
45,7.0,899.0,rural,23830.0
25,26.0,,rural,
34,8.0,6413.0,urbana,39517.0
3,,4402.0,urbana,48585.0
24,13.0,535.0,suburbana,
42,24.0,2767.0,suburbana,56608.0
9,21.0,4769.0,rural,44764.0
26,28.0,4219.0,suburbana,51317.0
20,23.0,5883.0,suburbana,60262.0
40,11.0,6183.0,rural,34795.0
10,,4128.0,rural,46342.0
19,1.0,2202.0,rural,-10913.0
3,2.0,7906.0,urbana,30274.0
24,17.0,6121.0,urbana,43473.0
5,5.0,6342.0,rural,24746.0
3,6.0,5768.0,urbana,35773.0
27,26.0,7194.0,urbana,48027.0
16,25.0,4237.0,urbana,63837.0
49,24.0,,suburbana,68475.0
15,7.0,6337.0,rural,19041.0
35,28.0,6270.0,rural,51932.0
12,21.0,2610.0,suburbana,
41,15.0,5278.0,urbana,47443.0
44,19.0,5774.0,rural,53520.0
26,16.0,8557.0,urbana,61400.0
47,25.0,5199.0,suburbana,45901.0
34,13.0,7163.0,urbana,44502.0
23,5.0,2027.0,suburbana,19043.0
31,3.0,3566.0,suburbana,21469.0
50,3.0,5878.0,urbana,33503.0
20,19.0,,urbana,52229.0
12,14.0,3566.0,rural,16404.0
23,16.0,6911.0,suburbana,38382.0
4,22.0,4664.0,urbana,53106.0
23,17.0,4618.0,urbana,40219.0
48,27.0,,rural,57258.0
48,4.0,7677.0,rural,17333.0
1,13.0,7177.0,rural,19914.0
25,8.0,8766.0,suburbana,48812.0
2,19.0,6100.0,rural,42544.0
30,5.0,8861.0,suburbana,32508.0
3,2.0,5476.0,rural,
21,15.0,4747.0,,31936.0
25,2.0,4123.0,rural,16734.0
20,11.0,4647.0,suburbana,10919.0
49,13.0,4745.0,rural,37919.0
22,23.0,3628.0,rural,41721.0
21,10.0,3818.0,urbana,43321.0
33,3.0,6215.0,suburbana,18770.0
38,5.0,4023.0,urbana,48895.0
15,3.0,1599.0,suburbana,28020.0
46,6.0,1497.0,urbana,4088.0
15,13.0,805.0,rural,30671.0
46,10.0,,urbana,33911.0
25,19.0,2600.0,rural,41502.0
21,8.0,3051.0,suburbana,30224.0
24,18.0,5572.0,rural,29027.0
5,3.0,2456.0,urbana,25306.0
6,24.0,3161.0,,38334.0
49,24.0,1336.0,urbana,71929.0
43,17.0,3679.0,rural,36716.0
48,8.0,6447.0,rural,26482.0
44,10.0,4953.0,urbana,42001.0
47,2.0,5163.0,suburbana,6532.0
23,12.0,4996.0,urbana,48324.0
4,23.0,2430.0,rural,59295.0
27,,4182.0,suburbana,6784.0
18,2.0,5441.0,urbana,28155.0
21,21.0,6939.0,rural,49647.0
28,23.0,5727.0,suburbana,41596.0
35,24.0,6761.0,urbana,68731.0
22,3.0,2827.0,suburbana,17211.0
40,17.0,1993.0,,24968.0
23,29.0,1495.0,urbana,39600.0
3,7.0,6634.0,urbana,34813.0
40,29.0,2120.0,,49462.0
50,21.0,7123.0,rural,55340.0
10,5.0,4108.0,rural,19174.0
25,23.0,8337.0,urbana,55870.0
49,1.0,4102.0,rural,-5931.0
8,8.0,4212.0,urbana,44115.0
11,12.0,5133.0,urbana,43280.0
5,14.0,,suburbana,30395.0
45,16.0,5836.0,rural,28257.0
37,10.0,,rural,34762.0
45,15.0,5372.0,suburbana,50710.0
38,21.0,3498.0,urbana,48031.0
29,24.0,4588.0,urbana,36687.0
5,26.0,2249.0,urbana,58664.0
9,15.0,6744.0,rural,35156.0
48,10.0,4288.0,urbana,39154.0
2,21.0,6832.0,suburbana,31222.0
1,28.0,3526.0,urbana,80151.0
40,7.0,,rural,880.0
30,26.0,6851.0,rural,41991.0
11,3.0,2649.0,,16399.0
28,2.0,3235.0,urbana,14840.0
44,6.0,6621.0,rural,-2529.0
12,21.0,7694.0,urbana,58261.0
39,9.0,5032.0,suburbana,41670.0
26,10.0,3060.0,rural,
13,4.0,4364.0,urbana,19414.0
8,27.0,8939.0,urbana,81747.0
28,3.0,2332.0,urbana,34758.0
30,9.0,6055.0,suburbana,19898.0
9,24.0,5251.0,rural,48424.0
39,22.0,2687.0,suburbana,55939.0
31,17.0,4372.0,urbana,39958.0
21,14.0,1390.0,suburbana,33328.0
47,10.0,5576.0,urbana,35575.0
34,13.0,5866.0,urbana,32267.0
31,12.0,2267.0,rural,26475.0
25,27.0,6113.0,rural,54714.0
12,1.0,3669.0,,24875.0
1,28.0,3488.0,urbana,56628.0
22,22.0,3049.0,,76447.0
40,29.0,6323.0,rural,48662.0
37,19.0,1652.0,rural,40405.0
47,19.0,1821.0,urbana,58030.0
1,6.0,3815.0,rural,-7857.0
1,13.0,3884.0,urbana,50900.0
42,19.0,6253.0,suburbana,43591.0
42,13.0,4817.0,rural,25722.0
21,27.0,4821.0,urbana,63126.0
15,26.0,1760.0,suburbana,56236.0
17,,4539.0,urbana,33805.0
22,21.0,184.0,suburbana,41966.0
38,4.0,5474.0,rural,19689.0
35,24.0,6354.0,rural,67693.0
45,,3440.0,urbana,12249.0
16,15.0,5750.0,rural,36533.0
8,12.0,4121.0,,21456.0
47,27.0,7464.0,suburbana,61316.0
17,7.0,5456.0,rural,28531.0
17,20.0,2922.0,suburbana,34985.0
26,18.0,7341.0,suburbana,62424.0
13,23.0,6654.0,suburbana,63038.0
17,13.0,4175.0,rural,35722.0
38,17.0,5991.0,urbana,
17,4.0,5959.0,urbana,25221.0
48,25.0,4148.0,rural,50214.0
14,14.0,5131.0,suburbana,31163.0
45,20.0,5489.0,rural,34154.0
6,28.0,3648.0,urbana,84070.0
35,13.0,7693.0,suburbana,41129.0
46,3.0,1045.0,rural,18571.0
14,26.0,6353.0,suburbana,72848.0
47,26.0,2563.0,suburbana,51881.0
8,18.0,4512.0,urbana,44284.0
15,14.0,1803.0,suburbana,21740.0
27,15.0,2361.0,rural,42933.0
13,3.0,4825.0,suburbana,14631.0
49,1.0,5145.0,suburbana,-13927.0
31,26.0,7119.0,,23078.0
35,24.0,4201.0,urbana,44605.0
6,17.0,6232.0,urbana,46728.0
5,3.0,4979.0,rural,11217.0
22,14.0,6155.0,suburbana,41184.0
49,3.0,2816.0,rural,383.0
23,13.0,5177.0,rural,
25,15.0,5746.0,rural,40937.0
34,18.0,4006.0,urbana,48765.0
26,,5761.0,suburbana,30961.0
47,21.0,5951.0,rural,32594.0
5,26.0,3964.0,urbana,73630.0
26,3.0,6550.0,urbana,16040.0
20,19.0,394.0,suburbana,54584.0
6,8.0,1169.0,,17709.0
6,4.0,2931.0,suburbana,7958.0
50,,5562.0,,23857.0
18,19.0,3490.0,urbana,56373.0
4,11.0,2324.0,urbana,42516.0
17,1.0,4822.0,suburbana,22397.0
14,8.0,5200.0,rural,22779.0
14,15.0,3726.0,suburbana,40068.0
13,1.0,2631.0,rural,22212.0
7,7.0,5014.0,suburbana,26536.0
44,21.0,6589.0,urbana,64967.0
15,20.0,2571.0,,20060.0
19,20.0,,rural,44771.0
43,24.0,3866.0,suburbana,74321.0
47,11.0,3726.0,rural,6613.0
44,27.0,5268.0,suburbana,74718.0
35,29.0,5206.0,rural,59875.0
17,14.0,532.0,rural,9453.0
35,22.0,4783.0,rural,
19,16.0,6155.0,suburbana,42945.0
20,14.0,7055.0,suburbana,
36,12.0,,urbana,37461.0
35,17.0,4287.0,rural,40891.0
32,14.0,6449.0,urbana,60011.0
48,10.0,8583.0,urbana,50731.0
44,24.0,5187.0,rural,57081.0
40,29.0,4635.0,urbana,62752.0
24,14.0,7513.0,suburbana,43863.0
17,18.0,2740.0,urbana,72189.0
7,22.0,5125.0,suburbana,36300.0
43,,9815.0,rural,30572.0
50,17.0,5906.0,rural,24074.0
1,6.0,6533.0,rural,31773.0
35,8.0,4342.0,urbana,15705.0
32,26.0,6172.0,rural,43258.0
36,13.0,7431.0,rural,53514.0
13,18.0,1971.0,suburbana,33630.0
6,5.0,4807.0,urbana,30735.0
14,6.0,5699.0,urbana,46023.0
37,21.0,4887.0,rural,39023.0
48,19.0,4025.0,urbana,31396.0
15,4.0,7790.0,rural,6529.0
47,7.0,5407.0,suburbana,38006.0
4,4.0,3597.0,,43592.0
40,25.0,6968.0,urbana,43002.0
16,11.0,7779.0,suburbana,23228.0
28,12.0,7281.0,urbana,37101.0
16,14.0,4168.0,rural,25527.0
4,13.0,4255.0,urbana,33614.0
45,29.0,2919.0,urbana,66894.0
26,10.0,5507.0,suburbana,23675.0
28,,7197.0,suburbana,38472.0
32,16.0,6128.0,rural,22574.0
45,5.0,8504.0,urbana,42140.0
2,8.0,1119.0,urbana,19023.0
31,14.0,,suburbana,39041.0
3,,6663.0,rural,27863.0
8,26.0,3782.0,urbana,81934.0
24,,2736.0,rural,54193.0
15,24.0,2585.0,urbana,60330.0
43,8.0,,suburbana,9262.0
31,25.0,2535.0,suburbana,64255.0
9,26.0,7946.0,suburbana,56786.0
39,6.0,6029.0,suburbana,26916.0
45,16.0,4598.0,suburbana,41632.0
2,28.0,4839.0,suburbana,57013.0
8,4.0,7163.0,rural,16809.0
7,12.0,7681.0,suburbana,30499.0
44,11.0,3132.0,rural,31275.0
39,3.0,3533.0,suburbana,2323.0
42,12.0,4285.0,urbana,26211.0
16,5.0,3750.0,urbana,22028.0
35,6.0,1390.0,urbana,42599.0
30,19.0,3370.0,rural,
10,18.0,3592.0,suburbana,33527.0
38,16.0,2599.0,rural,23073.0
18,23.0,,,48409.0
50,11.0,4748.0,urbana,44301.0
5,,6234.0,,31096.0
29,9.0,3030.0,suburbana,46451.0
39,3.0,6267.0,rural,13254.0
34,8.0,,rural,43252.0
43,6.0,3903.0,urbana,32918.0
45,4.0,,urbana,35589.0
23,12.0,5225.0,urbana,51967.0
5,12.0,3946.0,urbana,52395.0
30,25.0,5562.0,urbana,77703.0
6,21.0,3107.0,suburbana,31128.0
46,16.0,4646.0,,38938.0
44,10.0,9058.0,urbana,54797.0
4,22.0,1460.0,,43487.0
29,14.0,3943.0,urbana,25434.0
23,13.0,4704.0,rural,13401.0
6,9.0,4267.0,,35696.0
32,7.0,3998.0,suburbana,43914.0
42,12.0,8386.0,suburbana,19623.0
18,,3890.0,rural,3954.0
15,18.0,5793.0,suburbana,36601.0
40,4.0,3774.0,urbana,19085.0
32,2.0,5798.0,rural,894.0
9,3.0,6871.0,rural,-5389.0
37,26.0,4851.0,suburbana,47598.0
10,12.0,3856.0,urbana,60686.0
20,3.0,4752.0,urbana,33849.0
6,4.0,6070.0,,42618.0
48,6.0,6732.0,rural,13337.0
3,12.0,5514.0,suburbana,23985.0
42,19.0,4841.0,suburbana,47587.0
11,10.0,7557.0,suburbana,31884.0
43,1.0,3746.0,urbana,23941.0
17,17.0,4175.0,rural,
32,16.0,8587.0,rural,27817.0
4,9.0,4806.0,suburbana,17910.0
4,25.0,6318.0,suburbana,61070.0
17,21.0,3226.0,rural,46251.0
41,9.0,7001.0,suburbana,18660.0
19,27.0,2698.0,rural,48448.0
5,23.0,2550.0,rural,23604.0
32,9.0,6784.0,suburbana,31907.0
22,12.0,4277.0,rural,21738.0
6,23.0,4515.0,rural,40653.0
35,9.0,5861.0,suburbana,16789.0
22,15.0,4419.0,suburbana,47982.0
1,2.0,,suburbana,17946.0
20,11.0,3864.0,rural,34527.0
22,11.0,3050.0,suburbana,27891.0
48,8.0,7322.0,suburbana,39754.0
11,23.0,,rural,26749.0
13,6.0,3318.0,rural,16712.0
42,21.0,5870.0,suburbana,58147.0
3,20.0,4454.0,suburbana,23752.0
9,7.0,7918.0,rural,23126.0
12,3.0,9738.0,rural,23061.0
23,8.0,6463.0,urbana,33325.0
14,18.0,3972.0,rural,45123.0
33,17.0,2682.0,rural,42692.0
18,11.0,5489.0,urbana,34709.0
49,2.0,4688.0,suburbana,12882.0
41,25.0,2115.0,urbana,47577.0
9,21.0,5158.0,rural,43802.0
23,27.0,9224.0,urbana,69904.0
10,24.0,6611.0,urbana,61312.0
19,19.0,2676.0,urbana,51647.0
47,7.0,4963.0,,25898.0
5,18.0,5746.0,urbana,37308.0
47,8.0,5984.0,urbana,
23,14.0,1727.0,suburbana,30400.0
30,7.0,4765.0,urbana,
25,28.0,5522.0,,59167.0
28,21.0,4626.0,urbana,64386.0
34,28.0,1141.0,urbana,71527.0
45,27.0,4696.0,rural,55886.0
48,4.0,6568.0,urbana,30841.0
47,17.0,3856.0,urbana,41764.0
25,5.0,4060.0,,43970.0
10,12.0,7795.0,suburbana,31002.0
14,,4600.0,urbana,39885.0
42,26.0,5223.0,rural,
46,20.0,1271.0,suburbana,38634.0
30,13.0,2894.0,rural,150.0
41,25.0,9379.0,suburbana,48715.0
25,28.0,8311.0,suburbana,43412.0
14,18.0,5945.0,,53928.0
35,20.0,426.0,urbana,44383.0
48,9.0,2336.0,suburbana,22352.0
34,4.0,2283.0,urbana,49129.0
10,21.0,2253.0,urbana,43088.0
35,27.0,4227.0,suburbana,55100.0
11,8.0,6561.0,suburbana,29442.0
11,1.0,3736.0,rural,-9.0
21,17.0,4379.0,suburbana,50038.0
21,,4385.0,rural,62471.0
22,9.0,6806.0,rural,35939.0
45,20.0,6786.0,,45890.0
7,13.0,5323.0,,36730.0
17,2.0,7556.0,suburbana,-1223.0
2,13.0,4234.0,suburbana,31070.0
12,9.0,8493.0,rural,24192.0
42,20.0,3787.0,rural,45824.0
18,6.0,1063.0,urbana,47483.0
11,28.0,2474.0,suburbana,41391.0
16,1.0,2296.0,suburbana,14721.0
49,28.0,3519.0,suburbana,52556.0
18,25.0,7257.0,suburbana,51791.0
35,5.0,4101.0,urbana,46423.0
26,3.0,2290.0,urbana,27289.0
16,4.0,2087.0,rural,18167.0
6,1.0,4884.0,urbana,30147.0
44,14.0,8049.0,rural,34619.0
43,9.0,5442.0,urbana,30182.0
47,24.0,6887.0,urbana,80226.0
47,4.0,5803.0,suburbana,20302.0
48,18.0,1947.0,rural,38868.0
42,14.0,6202.0,rural,33499.0
12,25.0,2721.0,rural,23560.0
13,4.0,4166.0,urbana,
4,25.0,3554.0,suburbana,51482.0
39,,4792.0,urbana,30338.0
2,3.0,4502.0,suburbana,22131.0
26,23.0,4238.0,urbana,48788.0
27,7.0,4448.0,rural,19227.0
27,10.0,5535.0,urbana,22353.0
15,13.0,,,36417.0
8,4.0,4654.0,suburbana,24233.0
7,18.0,8984.0,rural,44163.0
47,11.0,7079.0,rural,26256.0
46,25.0,4003.0,rural,38731.0
40,4.0,5213.0,rural,
12,24.0,5056.0,suburbana,66709.0
13,14.0,5159.0,urbana,44412.0
43,18.0,4958.0,urbana,45252.0
17,8.0,5174.0,urbana,18854.0
17,27.0,4496.0,,66348.0
36,10.0,,rural,16331.0
21,5.0,,suburbana,16082.0
8,23.0,1527.0,suburbana,55361.0
5,7.0,6390.0,urbana,25988.0
26,12.0,5964.0,urbana,61959.0
16,25.0,9023.0,suburbana,44547.0
36,3.0,2608.0,suburbana,-3883.0
28,26.0,4192.0,,40772.0
29,4.0,7333.0,suburbana,25434.0
47,10.0,5717.0,,30939.0
12,4.0,,rural,19440.0
37,15.0,,rural,31090.0
30,29.0,140.0,rural,43600.0
23,10.0,,suburbana,17015.0
16,21.0,5525.0,suburbana,47214.0
14,22.0,4954.0,suburbana,
10,16.0,4131.0,rural,32446.0
7,15.0,8124.0,suburbana,31391.0
45,19.0,,suburbana,43915.0
37,29.0,-1273.0,rural,62119.0
29,20.0,4114.0,urbana,51250.0
3,19.0,9142.0,urbana,43447.0
15,18.0,2765.0,suburbana,41410.0
36,26.0,7435.0,rural,55844.0
47,12.0,7084.0,rural,37339.0
46,,4488.0,suburbana,58062.0
19,16.0,5378.0,suburbana,39963.0
13,1.0,4860.0,urbana,17050.0
42,16.0,3945.0,rural,22323.0
21,2.0,3662.0,suburbana,12548.0
37,24.0,7841.0,rural,53425.0
27,15.0,4653.0,suburbana,29716.0
29,7.0,3455.0,urbana,28357.0
20,28.0,6098.0,suburbana,48024.0
25,1.0,5852.0,urbana,41789.0
6,5.0,2015.0,urbana,26891.0
36,10.0,3711.0,suburbana,34685.0
2,22.0,1602.0,suburbana,60084.0
22,21.0,10100.0,urbana,50063.0
32,,4274.0,rural,22008.0
16,14.0,3646.0,rural,27985.0
18,13.0,3999.0,urbana,56755.0
5,1.0,3491.0,,16369.0
36,16.0,,suburbana,39849.0
30,23.0,7470.0,suburbana,56819.0
45,9.0,5194.0,urbana,30809.0
19,22.0,2224.0,urbana,52702.0
23,16.0,2704.0,rural,
34,19.0,5349.0,rural,48717.0
13,,3334.0,rural,52346.0
43,,4618.0,urbana,78463.0
29,14.0,10291.0,urbana,63614.0
36,20.0,2988.0,rural,-4471.0
22,10.0,2107.0,rural,23012.0
47,21.0,3519.0,suburbana,44954.0
36,12.0,1401.0,suburbana,37127.0
9,28.0,7572.0,urbana,53649.0
39,1.0,2681.0,suburbana,20897.0
19,21.0,3052.0,urbana,33088.0
38,17.0,2333.0,urbana,57640.0
6,9.0,1616.0,urbana,18309.0
47,23.0,4890.0,rural,55660.0
15,19.0,3497.0,suburbana,53045.0
20,25.0,,,45274.0
9,18.0,4255.0,suburbana,44787.0
32,28.0,5731.0,suburbana,56552.0
4,7.0,4116.0,rural,4006.0
50,9.0,6198.0,suburbana,34085.0
18,22.0,8397.0,suburbana,61590.0
5,26.0,6628.0,,46077.0
20,21.0,5431.0,suburbana,52231.0
23,12.0,6624.0,suburbana,24528.0
11,7.0,9454.0,rural,32244.0
37,14.0,2117.0,rural,
22,15.0,6265.0,rural,32362.0
4,15.0,3006.0,rural,34596.0
29,6.0,,urbana,48678.0
44,21.0,2355.0,rural,43649.0
34,14.0,6511.0,suburbana,25386.0
13,2.0,5559.0,suburbana,10265.0
42,8.0,7999.0,suburbana,
9,13.0,4457.0,suburbana,38027.0
42,23.0,4393.0,urbana,46397.0
31,6.0,,urbana,36023.0
7,5.0,9922.0,urbana,44329.0
4,5.0,6266.0,suburbana,17510.0
19,25.0,7689.0,suburbana,73360.0
42,1.0,6448.0,rural,4232.0
30,9.0,,rural,25925.0
31,6.0,2049.0,suburbana,-246.0
35,20.0,3880.0,rural,34936.0
21,26.0,3757.0,,45517.0
31,7.0,5118.0,,20315.0
19,9.0,4792.0,urbana,29962.0
31,5.0,1784.0,suburbana,13754.0
32,14.0,5085.0,suburbana,41404.0
2,5.0,975.0,rural,-5902.0
10,8.0,6552.0,rural,3638.0
2,7.0,5207.0,suburbana,19750.0
2,,7490.0,urbana,44271.0
24,13.0,5425.0,suburbana,26013.0
17,8.0,,urbana,35892.0
32,11.0,1847.0,urbana,44179.0
16,28.0,,suburbana,65156.0
16,26.0,3424.0,suburbana,64971.0
46,18.0,5743.0,suburbana,28350.0
39,25.0,4157.0,urbana,53112.0
31,19.0,6209.0,rural,29695.0
43,6.0,7707.0,urbana,45275.0
24,22.0,2171.0,urbana,48410.0
1,2.0,4994.0,urbana,30065.0
11,28.0,4904.0,rural,36773.0
21,13.0,5628.0,urbana,37565.0
4,23.0,6373.0,urbana,50629.0
7,25.0,8175.0,urbana,70874.0
26,28.0,2781.0,rural,
47,26.0,1855.0,urbana,78330.0
50,11.0,5377.0,rural,27957.0
12,1.0,5899.0,rural,3936.0
31,24.0,6440.0,suburbana,54565.0
17,2.0,3477.0,suburbana,7644.0
33,17.0,1844.0,suburbana,26351.0
11,8.0,7437.0,rural,29932.0
28,2.0,6024.0,suburbana,31508.0
32,6.0,4242.0,suburbana,26203.0
1,22.0,707.0,suburbana,31276.0
47,5.0,3661.0,rural,7267.0
28,16.0,6390.0,urbana,64402.0
42,8.0,5869.0,suburbana,34638.0
7,19.0,,suburbana,29019.0
2,16.0,6238.0,suburbana,31856.0
42,13.0,4823.0,suburbana,35232.0
24,26.0,7534.0,rural,48588.0
4,20.0,3604.0,urbana,73773.0
